Text,C_Text,label
"Hum khammosh thy !!
Unki Khushi ky liye...
Aur unhy lgaa hmmye koi gilla hi nhi...!! 🌸",khammosh unki khushi ky unhy lgaa hmmye gilla nhi,3
"Vo Puchte Hai Itne Gum Me Bhi Khushi Kaise, Mene kaha Pyar Sath Na De To Sath Hai.",vo puchte itne gum me khushi kaise mene kaha pyar sath sath,3
Wese itna gussa araha hai na Kings nahi ghade hain hum,wese itna gussa araha kings nahi ghade,2
"😂😂😂😂
It is just like ap fail hojao to dukh hota hai.. per dost bhi fail hojaue to khushi hoti hai😂😂😂😂",it just like ap fail hojao dukh per dost fail hojaue khushi hoti,3
Itna dukh lahore k harnay ka ni hota jitni khushi karachi k harnay pe hoti 😏,itna dukh lahore k harnay ni jitni khushi karachi k harnay hoti,3
Wo bhi kya din tha jab choti choti chezo par khush ho jata tha ab har chez mil jati ha magr khushi nhi milte🥺,din jab choti choti chezo khush har chez ha magr khushi nhi milte,3
"Ek promo dekh kar jitna royi hoon na
Dusra dekh k utni hasi aari mujhe.

Din bhar ki udaasi ko khushi mei badal di Shehnaaz ne😂

Unfiltered Shehnaaz at her best❤️

Sid Ki Sherni Naaz
Reliving SidNaaz
SHINE ON SHEHNAAZ",ek promo dekh jitna royi hoon dusra dekh k utni hasi aari mujhe din bhar udaasi khushi mei badal di shehnaaz unfiltered shehnaaz at her best sid sherni naaz reliving sidnaaz shine on shehnaaz,3
"Kabhi khushi kabhi ghum

FATEH SINGH VIRK",kabhi khushi kabhi ghum fateh singh virk,2
Karachi ky harny ka dukh nahi ha lahore ky harny ki khushi ha.,karachi ky harny dukh nahi ha lahore ky harny khushi ha,3
Karachi kai haarnay pe khushi &gt;&gt;&gt; Lahore ke haarnay pe dukh,karachi kai haarnay khushi gt gt gt lahore ke haarnay dukh,3
Ywrrrrr asal mai ham Karachi kai Champ Saifi Bhaiii ko routa hua nhiii dekh skty na issliye match unko gift krdia hai... 👍👍Unky mou pr khushi dekh kr dil khush hojata hai...😍😍😍😘,ywrrrrr asal mai ham karachi kai champ saifi bhaiii routa hua nhiii dekh skty issliye match unko gift krdia unky mou pr khushi dekh dil khush hojata,0
Itni khushi kisi bhi mard ko dekh kar nahi hoti. Mumkin hii nahi 😶,itni khushi kisi mard dekh nahi hoti mumkin hii nahi,0
Karachi ke harny ki khushi se ziada Lahore ke harny ka dukh hua tha,karachi ke harny khushi ziada lahore ke harny dukh hua,3
"Ek  C M ki language to dekho
 10 march ke baad garmi nikalne ki dhamki de raha hai 
  Mujhe khushi hai mumbai me hun",ek c m language dekho march ke baad garmi nikalne dhamki mujhe khushi mumbai me,3
"usey chaha bhi to kitne adab se yaaro
usey jane diya uski khushi se yaro",usey chaha kitne adab yaaro usey jane diya khushi yaro,3
QUETTA KE JEETNE SE ZYADA KARACHI KE HAARNE KI KHUSHI HORAHI HAI 🤪,quetta ke jeetne zyada karachi ke haarne khushi horahi,3
Jokes apart mujhy Khushi nahi ho rahi Karachi ke harny ki I don't know why 🤧,jokes apart mujhy khushi nahi karachi ke harny i don t know why,3
Dukh is baat ka nahi hai Lahore haar gaya. Khushi is baat ki hai Karachi bhi nahi jeeta 😂😂🙌,dukh baat nahi lahore haar khushi baat karachi nahi jeeta,3
"Meri Harr Khushi tujse juri,
Ab kahin nahi chain dou ghari ..❤️🌹✨",meri harr khushi tujse juri kahin nahi chain dou ghari,3
Karachi ki haar pe salman iqbal ka sochta hun tou khushi hoti hai aur phr babar ka sochta hun tou dukh hota hai Ya Allah kaise imtehan main daldiya hai mujhe.,karachi haar salman iqbal sochta khushi hoti babar sochta dukh allah kaise imtehan daldiya mujhe,3
Babar ko gussa aa gya hai,babar gussa aa,2
Is baar toh psl ki bhi koi khushi na ho rhi,baar toh psl khushi rhi,3
Itnee se bhi khushi nahi horhi is out ki,itnee khushi nahi horhi out,3
"Besharm hi ho jate 
Ketni khushi se keh raha",besharm jate ketni khushi keh,3
"“ab khushi de ke azmaa le khuda,

in ghamon se toh main nahi marta.”

-Jaun Elia",khushi ke azmaa khuda in ghamon toh nahi marta jaun elia,3
"Kuch din kate hai ghum mein to kuch din khushi ke saath, Hota raha mazaq meri zindagi ke saath..

QUEEN RUBINA IN BB FINALE",din kate ghum mein din khushi ke saath mazaq meri zindagi ke saath queen rubina in bb finale,2
"Teja ne aaj maaje maaje mein kya dhoya hai bapat ki... Aap chahe jitna bhi mujhse gussa ho ya udaas ho still I consider u as my guru &amp; elder brother

VIJAYI BHAVA TEJASSWI",teja aaj maaje maaje mein dhoya bapat aap chahe jitna mujhse gussa udaas still i consider u as my guru amp elder brother vijayi bhava tejasswi,2
"Kabhi Khushi kabhi gham 
ASLI WINNER UMAR RIAZ",kabhi khushi kabhi gham asli winner umar riaz,4
Jo nahi hai uska gham manate manate jo hai uski khushi bhi cheen jaayegi.,nahi uska gham manate manate khushi cheen jaayegi,3
Yr bara fazool din guzra hai sirf karachi k harne ki khushi hui hai mujje,yr bara fazool din guzra sirf karachi k harne khushi mujje,3
"Woh dard hi kya jo aankhon se behjaaye, 
woh khushi hi kya jo hothon pe reh jaaye, 
kabhi toh samjho khaamoshi hamaari, woh baat hi kya jo aasaani se alfaaz banjaaye.",dard aankhon behjaaye khushi hothon reh jaaye kabhi toh samjho khaamoshi hamaari baat aasaani alfaaz banjaaye,2
Kahan sy laate ho itni khushi? Humare paas toh nahi hai.,kahan laate itni khushi humare paas toh nahi,3
"Aur bhai janab ka gussa aag h aag 

FATEH SINGH VIRK",bhai janab gussa aag h aag fateh singh virk,2
"Tara milna khushi ki baat sahi
Tujh say mill kar udaas rehta hu 🥀",tara milna khushi baat sahi tujh say mill udaas rehta hu,3
"Dukhaaun main dil jaate jaate tera
Mera aisa koi iraada nahi
Chhupa lunga main hans ke aansu mere
Yeh teri khushi se toh zyada nahi......",dukhaaun dil jaate jaate tera mera aisa iraada nahi chhupa lunga hans ke aansu mere teri khushi toh zyada nahi,3
Aap Gussa Aane pr kiya karty ho?,aap gussa aane pr kiya karty,0
diii khushi ka thikha na hi nhi bhaiiiiiiiii,diii khushi thikha nhi bhaiiiiiiiii,3
"Tujhe  dard ho marz sirf mere pass ho tujhe nasha ho sirf mera ho
tujhe khushi du jo koi or de na sake, tujhe rulau koi mana na sake, manzil bhi mai or rasta bhi mein ho tujhse door or pass bhi mein hou, tera din teri raat sirf mujhse ho tera suraj bhi mein or chand bhi mujhsa ho",tujhe dard marz sirf mere pass tujhe nasha sirf mera tujhe khushi du or sake tujhe rulau mana sake manzil mai or rasta mein tujhse door or pass mein hou tera din teri raat sirf mujhse tera suraj mein or chand mujhsa,2
Aik meri BLOCKLIST hai !!!  Jahan poora KHANDAN  hansi khushi  rhta hai 😂🔪,aik meri blocklist jahan poora khandan hansi khushi rhta,3
"""gham aur khushi mein fark na mehsoos ho jahan, main dil ko us maqaam pe laata chala gaya""

- Sahir Ludhianvi",gham khushi mein fark mehsoos jahan dil maqaam laata chala sahir ludhianvi,3
"Sari batien ek taraf 
Karachi or lahore ki haar ki khushi ek taraf ❤💃",sari batien ek taraf karachi or lahore haar khushi ek taraf,3
"Isliye mujhe gussa aa raha hai ab ...
ASLI WINNER UMAR RIAZ",isliye mujhe gussa aa asli winner umar riaz,4
bhai sab sahi bas gussa bohot aata hai ab chala ja apna mu tudvane se phele,bhai sab sahi bas gussa bohot aata chala apna mu tudvane phele,2
"Kabhi khushi kabhi gham

ASLI WINNER UMAR RIAZ",kabhi khushi kabhi gham asli winner umar riaz,4
Saari Khushiyan ek taraf aur ek chuhedaani mein do chuhe ek saath pakdne ki khushi ek taraf.,saari khushiyan ek taraf ek chuhedaani mein do chuhe ek saath pakdne khushi ek taraf,2
"Naseem ""bhot khushi ho rahi hai camera sy bat krty huy kyun k ye camera tabhi puchti hai jab koi achi performance deta hai""
Cute ❤",naseem bhot khushi camera bat krty huy kyun k ye camera tabhi puchti jab achi performance deta cute,3
“khushi ho rahi k camera se baat ho rhi hai kyun koi accha perform karta tabhi hoti hai” pls he's so adorable 😂🥺,khushi k camera baat rhi kyun accha perform karta tabhi hoti pls he s so adorable,3
"Arnav × Khushi 
Asad × Zoya",arnav khushi asad zoya,3
"""Itni khushi mughe aaj takk nahi hui"" bolne ka chance hi nahi mil raha hai.",itni khushi mughe aaj takk nahi bolne chance nahi,3
"""Tum mere ho mujhko yakeen tah,
Jhoota tha mager kitna haseen tah.""",tum mere mujhko yakeen tah jhoota mager kitna haseen tah,3
Nephewji ko gussa kiyon Aya?kaya usko bola tha?,nephewji gussa kiyon aya kaya usko bola,2
Kabhi khushi kabhie gham dan Dil Hai Tumhara ga pernah gagal bikin nangis....,kabhi khushi kabhie gham dan dil tumhara pernah gagal bikin nangis,2
Karachi k jeetna ki Mjha Iti khushi nai hoti jitni lol qalandars k harna ki hoti ha 🙃,karachi k jeetna mjha iti khushi hoti jitni lol qalandars k harna hoti ha,3
Karachi walay yehi deserve karte hain ngl. Khushi hui.,karachi walay deserve karte ngl khushi,3
Jitni khushi se mein uss waiter ko dekhti hu jo mere liye khana la rha hai utni khushi se toh mene aaj tak apne kisi crush ko bhi nhi dekha hoga.,jitni khushi mein uss waiter dekhti hu mere khana la utni khushi toh mene aaj tak apne kisi crush nhi dekha hoga,0
Jitna dukh lahore ke harny ka hua us se double khushi Karachi ki batting ph horhi ha 😂,jitna dukh lahore ke harny hua double khushi karachi batting ph horhi ha,3
"اللہ بھلا کرے ان ایموجیز کا 🤷‍♀️
بندہ منہ کو زحمت دیے بغیر ہنس لیتا ہے😂
رو لیتا ہے😭 محبت کر لیتا ہے😍 اور پیار بھی دے سکتا ہے 😘

😂🤣🤭",,3
Uss din kitni khushi thi hume aur aaj? Aaj ese lag raha he kuch ni bacha humari iss choti Si dunya me. Sab badal sa gaya he. Hum sab kitne udaas hein.,uss din kitni khushi hume aaj aaj ese lag he ni bacha humari iss choti si dunya me sab badal sa he sab kitne udaas hein,2
"ghum aur khushi mei fark na mehsoos ho jahan,
main dil ko uss maqaam pe lata chala gaya.",ghum khushi mei fark mehsoos jahan dil uss maqaam lata chala,3
"Hum khammosh thy !!
Unki Khushi ky liye...
Aur unhy lgaa hmmye koi gilla hi nhi...!! 🌸",khammosh unki khushi ky unhy lgaa hmmye gilla nhi,3
"Sab ka ek hi solution.
Sirf sleep .",sab ek solution sirf sleep,2
"Milne ki khushi hai ya bichadne ka gum,
Ankhon mein aansu hai ya udas hai ham,
Kaise kahain k kaisey hain ham,
Bas itna samaj lena k tum bin bohat akele hai ham…
ASLI WINNER UMAR RIAZ",milne khushi bichadne gum ankhon mein aansu udas ham kaise kahain k kaisey ham bas itna samaj lena k tum bin bohat akele ham asli winner umar riaz,4
Sarfraz ki zindagi mai akhri khushi 2017 mai ayi thi,sarfraz zindagi mai akhri khushi mai,2
Chakka mara lakin khushi nahi hui.,chakka mara lakin khushi nahi,3
"life me sirf sufferings mili hai,
sukoon aur khushi milte toh baat hi alag hoti.",life me sirf sufferings mili sukoon khushi milte toh baat alag hoti,3
"𝘏𝘶𝘴𝘯 𝘦 𝘒𝘪𝘳𝘥𝘢𝘳 𝘴𝘢 𝘯𝘰𝘰𝘳 𝘦 𝘮𝘶𝘫𝘢𝘴𝘴𝘢𝘮 𝘩𝘰𝘫𝘢✨🌹
𝘒𝘦 𝘪𝘣𝘭𝘦𝘦𝘴 𝘣𝘩𝘪 𝘵𝘶𝘫𝘩𝘢 𝘥𝘦𝘬𝘩𝘢 𝘵𝘰 𝘔𝘶𝘴𝘢𝘭𝘮𝘢𝘢𝘮 𝘩𝘰𝘫𝘢𝘪💫🥀",,3
"Agar shivi ki remarriage hogi toh baakio ki bhi hogi🤡quiki na hi deShit aur na hi gadha ki happy marriage hui thi🙂
Toh maa bolegi ki sab ki dobara khushi se dhum dham se shadi hogi🤧🤡",agar shivi remarriage hogi toh baakio hogi quiki deshit gadha happy marriage toh maa bolegi sab dobara khushi dhum dham shadi hogi,3
"cheen liya remote, itni si hi khushi thi meri tv pe match dekhne ki 😭😭",cheen liya remote itni si khushi meri tv match dekhne,3
"Gussa  aa raha hai...
Pause episode now kya karu?
VIJAYI BHAVA TEJASSWI",gussa aa pause episode now karu vijayi bhava tejasswi,2
"Troops "" uncle "" ki bak bak sunne ke baad bhohot gussa araha hai then pura josh live voting mein dikhao 

And just pray for teja

VIJAYI BHAVA TEJASSWI",troops uncle bak bak sunne ke baad bhohot gussa araha then pura josh live voting mein dikhao and just pray for teja vijayi bhava tejasswi,2
Aap Gussa Aane pr kiya karty ho?,aap gussa aane pr kiya karty,0
DAMN AIK AUR OUT HOJATA MAINE KHUSHI SE MARJANA THA,damn aik out hojata maine khushi marjana,3
Karachities ki khushi ka duration 6:30-7:54,karachities khushi duration,3
"Khushi

ASLI WINNER UMAR RIAZ",khushi asli winner umar riaz,4
Karachi kay harnay ki khushi &gt;&gt;,karachi kay harnay khushi gt gt,3
ab bs karachi jeety to khushi double hojye,bs karachi jeety khushi double hojye,3
"“har ek muskurahat muskan nahi hoti
nafrat ho ya mohabbat aasan nahi hoti
aansu khushi ke gham ke hote hai ek jaise
in aansuo ki koi pehchan nahi hoti”

- Anand Bakshi",har ek muskurahat muskan nahi hoti nafrat mohabbat aasan nahi hoti aansu khushi ke gham ke hote ek jaise in aansuo pehchan nahi hoti anand bakshi,3
Muhabbat Mai Tu Pargai Tu Ishq Ki Suli Chargai Tere Ekrar Ko Sunke Khushi Se Ankhen Bhargai 😂😍,muhabbat mai pargai ishq suli chargai tere ekrar sunke khushi ankhen bhargai,3
"Pyaar deewana hota hai Mastana hota hai har khushi se har gham se begana hota hai.
ASLI WINNER UMAR RIAZ",pyaar deewana mastana har khushi har gham begana asli winner umar riaz,4
